1.350000000000000000e+02,8.700000000000000000e+01,2.760000000000000000e+02,1.890000000000000000e+02,2.921800000000000000e+04
5.250000000000000000e+02,1.560000000000000000e+02,2.610000000000000000e+02,1.910000000000000000e+02,2.708200000000000000e+04
9.620000000000000000e+02,2.230000000000000000e+02,2.380000000000000000e+02,1.840000000000000000e+02,2.909000000000000000e+04
1.345000000000000000e+03,2.940000000000000000e+02,2.220000000000000000e+02,1.820000000000000000e+02,2.491200000000000000e+04
1.410000000000000000e+02,4.720000000000000000e+02,2.490000000000000000e+02,1.990000000000000000e+02,2.908400000000000000e+04
4.960000000000000000e+02,5.630000000000000000e+02,2.980000000000000000e+02,1.780000000000000000e+02,3.426600000000000000e+04
9.340000000000000000e+02,6.370000000000000000e+02,2.400000000000000000e+02,1.760000000000000000e+02,3.085400000000000000e+04
1.312000000000000000e+03,7.150000000000000000e+02,2.650000000000000000e+02,1.670000000000000000e+02,2.539100000000000000e+04
1.730000000000000000e+02,9.220000000000000000e+02,2.520000000000000000e+02,2.070000000000000000e+02,2.889200000000000000e+04
4.820000000000000000e+02,9.840000000000000000e+02,2.890000000000000000e+02,1.920000000000000000e+02,3.151700000000000000e+04
9.240000000000000000e+02,1.095000000000000000e+03,2.630000000000000000e+02,2.030000000000000000e+02,2.936300000000000000e+04
1.321000000000000000e+03,1.182000000000000000e+03,2.730000000000000000e+02,1.810000000000000000e+02,2.781200000000000000e+04
2.010000000000000000e+02,1.412000000000000000e+03,2.580000000000000000e+02,1.910000000000000000e+02,2.685700000000000000e+04
5.370000000000000000e+02,1.500000000000000000e+03,2.770000000000000000e+02,1.800000000000000000e+02,2.890400000000000000e+04
9.210000000000000000e+02,1.584000000000000000e+03,2.780000000000000000e+02,1.870000000000000000e+02,2.806700000000000000e+04
1.347000000000000000e+03,1.706000000000000000e+03,2.530000000000000000e+02,1.970000000000000000e+02,2.695500000000000000e+04
