8.600000000000000000e+01,6.600000000000000000e+01,2.500000000000000000e+02,2.020000000000000000e+02,2.768800000000000000e+04
5.310000000000000000e+02,1.100000000000000000e+02,1.670000000000000000e+02,2.250000000000000000e+02,2.484100000000000000e+04
9.060000000000000000e+02,1.700000000000000000e+02,2.820000000000000000e+02,1.760000000000000000e+02,2.792400000000000000e+04
1.306000000000000000e+03,2.270000000000000000e+02,2.660000000000000000e+02,1.860000000000000000e+02,2.853000000000000000e+04
6.300000000000000000e+01,4.310000000000000000e+02,2.870000000000000000e+02,1.650000000000000000e+02,3.103200000000000000e+04
4.800000000000000000e+02,4.810000000000000000e+02,2.650000000000000000e+02,1.970000000000000000e+02,2.931800000000000000e+04
9.190000000000000000e+02,5.400000000000000000e+02,2.600000000000000000e+02,1.860000000000000000e+02,2.683200000000000000e+04
1.297000000000000000e+03,6.050000000000000000e+02,2.780000000000000000e+02,1.990000000000000000e+02,3.048100000000000000e+04
1.000000000000000000e+02,8.430000000000000000e+02,2.050000000000000000e+02,1.820000000000000000e+02,2.645400000000000000e+04
4.180000000000000000e+02,9.360000000000000000e+02,2.480000000000000000e+02,1.990000000000000000e+02,2.664100000000000000e+04
8.010000000000000000e+02,1.017000000000000000e+03,2.720000000000000000e+02,1.810000000000000000e+02,2.929200000000000000e+04
1.258000000000000000e+03,1.088000000000000000e+03,2.880000000000000000e+02,1.880000000000000000e+02,3.158500000000000000e+04
8.300000000000000000e+01,1.303000000000000000e+03,2.780000000000000000e+02,1.800000000000000000e+02,2.802200000000000000e+04
4.390000000000000000e+02,1.354000000000000000e+03,2.360000000000000000e+02,1.950000000000000000e+02,2.742100000000000000e+04
8.160000000000000000e+02,1.484000000000000000e+03,2.730000000000000000e+02,1.900000000000000000e+02,3.132300000000000000e+04
1.286000000000000000e+03,1.548000000000000000e+03,2.260000000000000000e+02,1.710000000000000000e+02,2.553400000000000000e+04
6.900000000000000000e+01,1.776000000000000000e+03,2.840000000000000000e+02,1.860000000000000000e+02,3.090400000000000000e+04
4.780000000000000000e+02,1.853000000000000000e+03,2.650000000000000000e+02,1.940000000000000000e+02,3.203700000000000000e+04
8.570000000000000000e+02,1.950000000000000000e+03,2.330000000000000000e+02,1.710000000000000000e+02,2.421800000000000000e+04
1.248000000000000000e+03,2.044000000000000000e+03,2.790000000000000000e+02,1.850000000000000000e+02,2.928800000000000000e+04
