9.700000000000000000e+01,8.200000000000000000e+01,2.350000000000000000e+02,1.800000000000000000e+02,2.619600000000000000e+04
4.460000000000000000e+02,1.300000000000000000e+02,2.620000000000000000e+02,1.860000000000000000e+02,2.993000000000000000e+04
9.160000000000000000e+02,1.500000000000000000e+02,2.200000000000000000e+02,2.110000000000000000e+02,2.759400000000000000e+04
1.283000000000000000e+03,2.190000000000000000e+02,2.740000000000000000e+02,1.940000000000000000e+02,2.824900000000000000e+04
6.800000000000000000e+01,4.310000000000000000e+02,2.790000000000000000e+02,1.870000000000000000e+02,2.974900000000000000e+04
4.350000000000000000e+02,4.970000000000000000e+02,2.310000000000000000e+02,1.780000000000000000e+02,2.647000000000000000e+04
8.430000000000000000e+02,5.510000000000000000e+02,2.750000000000000000e+02,1.760000000000000000e+02,2.860500000000000000e+04
1.275000000000000000e+03,6.370000000000000000e+02,2.540000000000000000e+02,1.910000000000000000e+02,2.674600000000000000e+04
7.700000000000000000e+01,8.290000000000000000e+02,2.780000000000000000e+02,1.750000000000000000e+02,2.804900000000000000e+04
4.200000000000000000e+02,9.110000000000000000e+02,2.890000000000000000e+02,1.830000000000000000e+02,3.081500000000000000e+04
8.420000000000000000e+02,9.940000000000000000e+02,2.630000000000000000e+02,2.060000000000000000e+02,2.990400000000000000e+04
1.275000000000000000e+03,1.085000000000000000e+03,2.550000000000000000e+02,1.920000000000000000e+02,2.725900000000000000e+04
9.400000000000000000e+01,1.296000000000000000e+03,2.490000000000000000e+02,1.840000000000000000e+02,2.735700000000000000e+04
4.140000000000000000e+02,1.361000000000000000e+03,2.390000000000000000e+02,1.950000000000000000e+02,2.847100000000000000e+04
7.390000000000000000e+02,1.485000000000000000e+03,2.670000000000000000e+02,1.890000000000000000e+02,3.070300000000000000e+04
1.195000000000000000e+03,1.612000000000000000e+03,2.790000000000000000e+02,1.860000000000000000e+02,2.901600000000000000e+04
4.100000000000000000e+01,1.767000000000000000e+03,2.520000000000000000e+02,1.910000000000000000e+02,2.609900000000000000e+04
4.070000000000000000e+02,1.837000000000000000e+03,2.370000000000000000e+02,1.740000000000000000e+02,2.543900000000000000e+04
7.340000000000000000e+02,1.950000000000000000e+03,2.630000000000000000e+02,1.890000000000000000e+02,3.053900000000000000e+04
1.199000000000000000e+03,2.060000000000000000e+03,2.810000000000000000e+02,1.780000000000000000e+02,2.891800000000000000e+04
